,test_group,split_1,split_2,scXMatch,wilcoxon,deseq2_100,edgeR_100,augur
schiebinger,D13,50,50,1.0,0.738,0.5405,0.6755,0.9899886621315191
schiebinger,D13.5,10,10,1.0,0.459,0.269,0.4125,0.9797619047619048
schiebinger,D13.5,10,30,1.0,0.5575,0.329,0.464,0.985907029478458
schiebinger,D13.5,10,50,1.0,0.5625,0.362,0.5095,0.987902494331066
schiebinger,D13.5,30,10,1.0,0.4835,0.375,0.5035,0.970702947845805
schiebinger,D13.5,30,30,1.0,0.581,0.458,0.61,0.9755102040816328
schiebinger,D13.5,30,50,1.0,0.624,0.481,0.6415,0.9741269841269842
schiebinger,D13.5,50,10,1.0,0.491,0.3865,0.5325,0.9802834467120184
schiebinger,D13.5,50,30,1.0,0.596,0.488,0.633,0.9751360544217686
schiebinger,D13.5,50,50,1.0,0.6395,0.512,0.661,0.9734807256235828
schiebinger,D14,10,10,1.0,0.602,0.3605,0.543,0.9924036281179138
schiebinger,D14,10,30,1.0,0.686,0.458,0.634,0.990952380952381
schiebinger,D14,10,50,1.0,0.7335,0.472,0.6285,0.9919274376417232
schiebinger,D14,30,10,1.0,0.6165,0.425,0.5585,0.993684807256236
schiebinger,D14,30,30,1.0,0.721,0.5395,0.665,0.9927777777777778
schiebinger,D14,30,50,1.0,0.7465,0.5635,0.683,0.9860430839002268
schiebinger,D14,50,10,1.0,0.6295,0.4495,0.557,0.995578231292517
schiebinger,D14,50,30,1.0,0.73,0.564,0.685,0.9889455782312924
schiebinger,D14,50,50,1.0,0.763,0.588,0.7105,0.9911111111111112
schiebinger,D14.5,10,10,1.0,0.612,0.3375,0.5115,0.986122448979592
schiebinger,D14.5,10,30,1.0,0.7225,0.4115,0.6075,0.9811111111111112
schiebinger,D14.5,10,50,1.0,0.7185,0.4365,0.622,0.978140589569161
schiebinger,D14.5,30,10,1.0,0.633,0.4075,0.5495,0.9866893424036282
schiebinger,D14.5,30,30,1.0,0.7385,0.5035,0.673,0.9860997732426304
schiebinger,D14.5,30,50,1.0,0.7685,0.5375,0.691,0.9825736961451248
schiebinger,D14.5,50,10,1.0,0.632,0.4265,0.563,0.9908503401360546
schiebinger,D14.5,50,30,1.0,0.745,0.548,0.6855,0.9845804988662132
schiebinger,D14.5,50,50,1.0,0.7815,0.57,0.7105,0.9820408163265306
schiebinger,D15,10,10,1.0,0.5715,0.352,0.533,0.9708276643990932
schiebinger,D15,10,30,1.0,0.675,0.452,0.6325,0.9797845804988664
schiebinger,D15,10,50,1.0,0.727,0.489,0.6585,0.970589569160998
schiebinger,D15,30,10,1.0,0.6025,0.4215,0.608,0.983718820861678
schiebinger,D15,30,30,1.0,0.713,0.545,0.7015,0.971281179138322
schiebinger,D15,30,50,1.0,0.7455,0.572,0.7235,0.972936507936508
schiebinger,D15,50,10,1.0,0.6,0.4405,0.582,0.9882993197278912
schiebinger,D15,50,30,1.0,0.722,0.5705,0.7045,0.9800907029478458
schiebinger,D15,50,50,1.0,0.7575,0.593,0.7305,0.977222222222222
schiebinger,D15.5,10,10,1.0,0.657,0.399,0.587,0.989421768707483
schiebinger,D15.5,10,30,1.0,0.7495,0.496,0.6915,0.987845804988662
schiebinger,D15.5,10,50,1.0,0.762,0.5235,0.6985,0.9872675736961452
schiebinger,D15.5,30,10,1.0,0.667,0.449,0.6025,0.9945351473922904
schiebinger,D15.5,30,30,1.0,0.7675,0.571,0.732,0.9905895691609976
schiebinger,D15.5,30,50,1.0,0.7995,0.6005,0.756,0.9885034013605444
schiebinger,D15.5,50,10,1.0,0.668,0.4735,0.598,0.9916893424036282
schiebinger,D15.5,50,30,1.0,0.7705,0.591,0.7415,0.9932653061224488
schiebinger,D15.5,50,50,1.0,0.8035,0.626,0.769,0.9878117913832198
schiebinger,D16,10,10,1.0,0.577,0.364,0.5515,0.9748412698412698
schiebinger,D16,10,30,1.0,0.6495,0.455,0.633,0.9816780045351474
schiebinger,D16,10,50,1.0,0.7005,0.4875,0.638,0.9801814058956916
schiebinger,D16,30,10,1.0,0.584,0.4315,0.607,0.9850340136054422
schiebinger,D16,30,30,1.0,0.6935,0.541,0.696,0.9725056689342404
schiebinger,D16,30,50,1.0,0.726,0.5765,0.709,0.9739115646258506
schiebinger,D16,50,10,1.0,0.5895,0.4525,0.5975,0.9900566893424037
schiebinger,D16,50,30,1.0,0.7005,0.575,0.725,0.978684807256236
schiebinger,D16,50,50,1.0,0.7485,0.606,0.748,0.973888888888889
schiebinger,D16.5,10,10,1.0,0.631,0.3655,0.5635,0.9846145124716552
schiebinger,D16.5,10,30,1.0,0.728,0.462,0.6425,0.9807596371882088
schiebinger,D16.5,10,50,1.0,0.77,0.4945,0.677,0.9784013605442178
schiebinger,D16.5,30,10,1.0,0.653,0.4625,0.6345,0.9886621315192744
schiebinger,D16.5,30,30,1.0,0.756,0.5845,0.7475,0.9765532879818596
schiebinger,D16.5,30,50,1.0,0.8,0.6175,0.7635,0.974659863945578
schiebinger,D16.5,50,10,1.0,0.6555,0.4905,0.631,0.992721088435374
schiebinger,D16.5,50,30,1.0,0.76,0.6205,0.757,0.985215419501134
schiebinger,D16.5,50,50,1.0,0.804,0.647,0.7785,0.9772675736961453
schiebinger,D17,10,10,1.0,0.653,0.376,0.594,0.989716553287982
schiebinger,D17,10,30,1.0,0.7525,0.481,0.6855,0.988140589569161
schiebinger,D17,10,50,1.0,0.806,0.509,0.7175,0.9892403628117914
schiebinger,D17,30,10,1.0,0.674,0.4565,0.6295,0.9899773242630384
schiebinger,D17,30,30,1.0,0.7785,0.588,0.7315,0.9868367346938776
schiebinger,D17,30,50,1.0,0.812,0.6165,0.757,0.9910430839002268
schiebinger,D17,50,10,1.0,0.6725,0.4805,0.619,0.990408163265306
schiebinger,D17,50,30,1.0,0.7745,0.618,0.7505,0.98640589569161
schiebinger,D17,50,50,1.0,0.821,0.643,0.783,0.9838208616780044
schiebinger,D17.5,10,10,1.0,0.605,0.3745,0.5655,0.9863832199546486
schiebinger,D17.5,10,30,1.0,0.691,0.4545,0.6465,0.9832086167800452
schiebinger,D17.5,10,50,1.0,0.7435,0.4945,0.684,0.9810090702947843
schiebinger,D17.5,30,10,1.0,0.6345,0.464,0.626,0.9942630385487528
schiebinger,D17.5,30,30,1.0,0.7355,0.5765,0.7315,0.9851020408163264
schiebinger,D17.5,30,50,1.0,0.773,0.609,0.7465,0.9880385487528346
schiebinger,D17.5,50,10,1.0,0.643,0.4865,0.6245,0.9929591836734696
schiebinger,D17.5,50,30,1.0,0.749,0.6125,0.7535,0.98718820861678
schiebinger,D17.5,50,50,1.0,0.7855,0.639,0.777,0.9837641723356008
schiebinger,D18,10,10,1.0,0.5855,0.3565,0.556,0.990827664399093
schiebinger,D18,10,30,1.0,0.675,0.461,0.6375,0.977471655328798
schiebinger,D18,10,50,1.0,0.7195,0.496,0.647,0.9811791383219954
schiebinger,D18,30,10,1.0,0.6175,0.4455,0.6355,0.9935034013605444
schiebinger,D18,30,30,1.0,0.7345,0.5735,0.7325,0.9818934240362812
schiebinger,D18,30,50,1.0,0.758,0.5965,0.7595,0.9897732426303856
schiebinger,D18,50,10,1.0,0.633,0.4785,0.625,0.9940022675736964
schiebinger,D18,50,30,1.0,0.746,0.6035,0.7575,0.9899092970521542
schiebinger,D18,50,50,1.0,0.781,0.6385,0.7765,0.9917346938775508
bhattacherjee_Astro,withdraw_15d_Cocaine,10,10,0.9822684889507104,0.0975,,,
bhattacherjee_Astro,withdraw_15d_Cocaine,10,30,0.9999968530359918,0.354,0.0145,0.1105,0.8517233560090703
bhattacherjee_Astro,withdraw_15d_Cocaine,10,50,0.999999949497199,0.4925,0.0245,0.1205,0.8853174603174604
bhattacherjee_Astro,withdraw_15d_Cocaine,30,10,0.9999274148261298,0.098,0.01,0.033,
bhattacherjee_Astro,withdraw_15d_Cocaine,30,30,0.9999999999964422,0.3405,0.045,0.1015,0.8684580498866212
bhattacherjee_Astro,withdraw_15d_Cocaine,30,50,1.0,0.5015,0.0535,0.13,0.888514739229025
bhattacherjee_Astro,withdraw_15d_Cocaine,50,10,0.9999972560242986,0.1035,0.0165,0.072,
bhattacherjee_Astro,withdraw_15d_Cocaine,50,30,0.9999999999999999,0.399,0.0815,0.1545,0.8770861678004536
bhattacherjee_Astro,withdraw_15d_Cocaine,50,50,1.0,0.5575,0.0875,0.1945,0.8578344671201815
bhattacherjee_Astro,withdraw_48h_Cocaine,10,10,0.7109772786749902,0.0245,,,
bhattacherjee_Astro,withdraw_48h_Cocaine,10,30,0.8228600350128528,0.051,0.0015,0.026,0.622732426303855
bhattacherjee_Astro,withdraw_48h_Cocaine,10,50,0.920143500316658,0.058,0.001,0.0215,0.5668820861678006
bhattacherjee_Astro,withdraw_48h_Cocaine,30,10,0.7896372612177258,0.088,0.0005,0.0485,
bhattacherjee_Astro,withdraw_48h_Cocaine,30,30,0.7680017570197128,0.06,0.007,0.0405,0.6146938775510205
bhattacherjee_Astro,withdraw_48h_Cocaine,30,50,0.9317409156477666,0.0795,0.005,0.039,0.592437641723356
bhattacherjee_Astro,withdraw_48h_Cocaine,50,10,0.9137266553621419,0.049,0.001,0.043,
bhattacherjee_Astro,withdraw_48h_Cocaine,50,30,0.9835934529202414,0.0695,0.006,0.045,0.6017233560090703
bhattacherjee_Astro,withdraw_48h_Cocaine,50,50,0.9982931161276208,0.0985,0.0075,0.0505,0.5783446712018141
bhattacherjee_Endo,withdraw_48h_Cocaine,30,30,0.9999956831878632,0.0765,0.0385,0.0995,0.5778117913832199
bhattacherjee_Endo,withdraw_48h_Cocaine,50,50,0.9999882704490388,0.107,0.0615,0.112,0.5731519274376418
bhattacherjee_Endo,withdraw_48h_Cocaine,10,30,0.9678847902047091,0.0465,0.0165,0.063,0.549297052154195
bhattacherjee_Endo,withdraw_48h_Cocaine,50,10,0.9666585799393053,0.073,0.0265,0.0685,0.563469387755102
bhattacherjee_Endo,withdraw_48h_Cocaine,30,50,0.9999970711960154,0.0915,0.047,0.1005,0.5398185941043085
bhattacherjee_Endo,withdraw_48h_Cocaine,50,30,0.9999180958829791,0.0765,0.0515,0.111,0.5257142857142857
bhattacherjee_Endo,withdraw_48h_Cocaine,10,10,0.9999334343376738,0.033,0.0045,0.03,0.5755782312925171
bhattacherjee_Endo,withdraw_48h_Cocaine,10,50,0.9922177991438069,0.077,0.023,0.0745,0.5735600907029478
bhattacherjee_Endo,withdraw_48h_Cocaine,30,10,0.9941775563170165,0.06,0.0205,0.049,0.6052721088435374
bhattacherjee_Endo,withdraw_15d_Cocaine,10,10,0.9999863938956098,0.089,0.0165,0.0505,0.7273015873015872
bhattacherjee_Endo,withdraw_15d_Cocaine,10,30,0.9999999999998367,0.156,0.047,0.125,0.6773015873015873
bhattacherjee_Endo,withdraw_15d_Cocaine,10,50,0.9999999999992404,0.1875,0.0675,0.1295,0.7329024943310658
bhattacherjee_Endo,withdraw_15d_Cocaine,30,10,0.9999987411790351,0.1115,0.041,0.101,0.7217120181405895
bhattacherjee_Endo,withdraw_15d_Cocaine,30,30,1.0,0.2545,0.128,0.233,0.7404988662131519
bhattacherjee_Endo,withdraw_15d_Cocaine,30,50,1.0,0.33,0.161,0.2635,0.7294331065759637
bhattacherjee_Endo,withdraw_15d_Cocaine,50,10,0.9999999999965464,0.12,0.053,0.116,0.7372222222222223
bhattacherjee_Endo,withdraw_15d_Cocaine,50,30,1.0,0.2995,0.1645,0.264,0.730453514739229
bhattacherjee_Endo,withdraw_15d_Cocaine,50,50,1.0,0.399,0.208,0.3125,0.703095238095238
bhattacherjee_Excitatory,withdraw_15d_Cocaine,10,30,1.0,0.2625,0.195,0.2425,0.659421768707483
bhattacherjee_Excitatory,withdraw_48h_Cocaine,50,10,0.909059361833114,0.089,0.082,0.12,0.5402154195011338
bhattacherjee_Excitatory,withdraw_48h_Cocaine,50,50,0.9999999999866461,0.223,0.1735,0.202,0.5549319727891155
bhattacherjee_Excitatory,withdraw_15d_Cocaine,10,10,1.0,0.156,0.111,0.148,0.7438775510204083
bhattacherjee_Excitatory,withdraw_15d_Cocaine,10,50,1.0,0.308,0.2265,0.262,0.66
bhattacherjee_Excitatory,withdraw_15d_Cocaine,30,10,1.0,0.1855,0.1605,0.187,0.7716099773242631
bhattacherjee_Excitatory,withdraw_15d_Cocaine,30,30,1.0,0.326,0.306,0.32,0.7631746031746032
bhattacherjee_Excitatory,withdraw_15d_Cocaine,30,50,1.0,0.3855,0.338,0.363,0.7302607709750568
bhattacherjee_Excitatory,withdraw_15d_Cocaine,50,10,1.0,0.201,0.184,0.205,0.7715986394557823
bhattacherjee_Excitatory,withdraw_15d_Cocaine,50,30,1.0,0.354,0.3535,0.375,0.7500680272108842
bhattacherjee_Excitatory,withdraw_15d_Cocaine,50,50,1.0,0.418,0.381,0.409,0.7458163265306123
bhattacherjee_Excitatory,withdraw_48h_Cocaine,10,10,0.8698540699620263,0.072,0.043,0.0745,0.5331519274376418
bhattacherjee_Excitatory,withdraw_48h_Cocaine,10,30,0.9998737906280852,0.115,0.0935,0.115,0.5752834467120181
bhattacherjee_Excitatory,withdraw_48h_Cocaine,10,50,0.9999997665581014,0.1235,0.1105,0.124,0.5593083900226757
bhattacherjee_Excitatory,withdraw_48h_Cocaine,30,10,0.9931608753037272,0.076,0.0675,0.102,0.5204308390022677
bhattacherjee_Excitatory,withdraw_48h_Cocaine,30,30,0.9999975850545638,0.131,0.1215,0.147,0.5327437641723356
bhattacherjee_Excitatory,withdraw_48h_Cocaine,30,50,0.9999999954049759,0.156,0.1405,0.1675,0.550170068027211
bhattacherjee_Excitatory,withdraw_48h_Cocaine,50,30,0.9999999350839835,0.179,0.143,0.1685,0.5194671201814061
